0.460971,-0.423363,0,1.41331,0.67404,1,0.868626,1.23997,2
0.461252,-0.423661,0,1.41345,0.674085,1,0.868237,1.23944,2
0.46117,-0.423573,0,1.41351,0.674116,1,0.867521,1.23844,2
0.461429,-0.42373,0,1.41487,0.674828,1,0.861371,1.23776,2
0.461567,-0.423892,0,1.41335,0.674045,1,0.868054,1.23924,2
0.461443,-0.423746,0,1.41255,0.673635,1,0.861415,1.23783,2
0.461439,-0.423837,0,1.41233,0.673524,1,0.867491,1.23837,2
0.461278,-0.423644,0,1.41298,0.673821,1,0.867843,1.23882,2
0.461704,-0.424095,0,1.41281,0.673761,1,0.861571,1.23803,2
0.461601,-0.423946,0,1.41395,0.674358,1,0.86764,1.23859,2
0.461348,-0.423732,0,1.41434,0.674523,1,0.869576,1.24137,2
0.461527,-0.423905,0,1.41435,0.674516,1,0.868777,1.24019,2
0.461442,-0.42385,0,1.41324,0.67394,1,0.860934,1.2371,2
0.460729,-0.423153,0,1.41398,0.674303,1,0.86046,1.23647,2
0.461484,-0.423848,0,1.41374,0.674214,1,0.868415,1.23969,2
0.461638,-0.423948,0,1.41383,0.67427,1,0.867214,1.23804,2,0.394433,1.23548,-1
0.461548,-0.423883,0,1.41361,0.674158,1,0.869303,1.24099,2
0.461511,-0.423907,0,1.41194,0.673348,1,0.86745,1.23839,2
0.461672,-0.424086,0,1.41252,0.673625,1,0.868394,1.23961,2
0.460966,-0.423368,0,1.41413,0.674398,1,0.868354,1.23959,2
0.461807,-0.424208,0,1.41376,0.674263,1,0.868853,1.24028,2
0.461654,-0.424032,0,1.41378,0.674224,1,0.860594,1.23663,2,0.385827,1.21969,-1
0.461654,-0.424032,0,1.41378,0.674224,1,0.860594,1.23663,2,0.385827,1.21969,3
0.461166,-0.423488,0,1.41491,0.674835,1,0.860546,1.23661,2
0.461166,-0.423488,0,1.41491,0.674835,1,0.860546,1.23661,2
0.461166,-0.423488,0,1.41491,0.674835,1,0.860546,1.23661,2
0.461315,-0.423577,0,1.41378,0.674209,1,0.868452,1.23976,2
0.461564,-0.424074,0,1.41245,0.673606,1,0.868079,1.23917,2
0.461564,-0.424074,0,1.41245,0.673606,1,0.868079,1.23917,2
0.461727,-0.424117,0,1.4134,0.67409,1,0.868556,1.23983,2,0.385983,1.22023,-1
0.461736,-0.424126,0,1.41286,0.673818,1,0.868446,1.23981,2
0.461736,-0.424126,0,1.41286,0.673818,1,0.868446,1.23981,2
0.461475,-0.423873,0,1.41407,0.674435,1,0.868511,1.2399,2
0.461441,-0.423776,0,1.41473,0.674717,1,0.868304,1.23963,2
0.461441,-0.423776,0,1.41473,0.674717,1,0.868304,1.23963,2
0.461672,-0.423956,0,1.41424,0.674491,1,0.86822,1.23945,2
0.461672,-0.423956,0,1.41424,0.674491,1,0.86822,1.23945,2
0.461784,-0.424083,0,1.41418,0.674446,1,0.868192,1.23933,2
0.461784,-0.424083,0,1.41418,0.674446,1,0.868192,1.23933,2
0.461803,-0.424089,0,1.41283,0.673791,1,0.870009,1.24195,2
0.461956,-0.424321,0,1.41256,0.673626,1,0.868824,1.2403,2
0.461956,-0.424321,0,1.41256,0.673626,1,0.868824,1.2403,2
0.461869,-0.42418,0,1.41398,0.674373,1,0.868505,1.23991,2
0.461869,-0.42418,0,1.41398,0.674373,1,0.868505,1.23991,2
0.461502,-0.423886,0,1.41374,0.674208,1,0.861139,1.23737,2
0.461502,-0.423886,0,1.41374,0.674208,1,0.861139,1.23737,2
0.461467,-0.423871,0,1.41453,0.674638,1,0.867223,1.23804,2
0.461467,-0.423871,0,1.41453,0.674638,1,0.867223,1.23804,2
0.461467,-0.423871,0,1.41453,0.674638,1,0.867223,1.23804,2
0.461609,-0.423947,0,1.4154,0.675044,1,0.861338,1.23769,2,0.395198,1.23793,-1
0.461609,-0.423947,0,1.4154,0.675044,1,0.861338,1.23769,2,0.395198,1.23793,3
0.461759,-0.424049,0,1.41355,0.674126,1,0.869554,1.24133,2
0.461759,-0.424049,0,1.41355,0.674126,1,0.869554,1.24133,2
0.461915,-0.42425,0,1.41374,0.674214,1,0.86899,1.24051,2
0.461915,-0.42425,0,1.41374,0.674214,1,0.86899,1.24051,2
0.461915,-0.42425,0,1.41374,0.674214,1,0.86899,1.24051,2
0.461401,-0.423734,0,1.41466,0.674698,1,0.869242,1.24094,2
0.461401,-0.423734,0,1.41466,0.674698,1,0.869242,1.24094,2
0.461601,-0.423929,0,1.41406,0.674373,1,0.869407,1.24111,2
0.461646,-0.424011,0,1.41238,0.673589,1,0.868612,1.24002,2
0.461646,-0.424011,0,1.41238,0.673589,1,0.868612,1.24002,2
0.462206,-0.424433,0,1.41352,0.674102,1,0.868559,1.23992,2
0.461993,-0.424279,0,1.41338,0.67406,1,0.869608,1.24134,2
0.461549,-0.423909,0,1.41502,0.674851,1,0.867318,1.23811,2
0.461549,-0.423909,0,1.41502,0.674851,1,0.867318,1.23811,2
0.461177,-0.423448,0,1.41449,0.674634,1,0.869213,1.24087,2
0.461855,-0.424239,0,1.41402,0.674378,1,0.86829,1.23954,2
0.461954,-0.424297,0,1.41378,0.674216,1,0.860557,1.2366,2
0.461105,-0.423495,0,1.4151,0.674938,1,0.868865,1.24031,2,0.394042,1.23433,-1
0.461585,-0.423946,0,1.41328,0.674015,1,0.868385,1.23971,2
0.461686,-0.424042,0,1.41414,0.674454,1,0.868581,1.23995,2
0.461416,-0.423702,0,1.41441,0.674555,1,0.867821,1.23889,2
0.46133,-0.423706,0,1.41422,0.67446,1,0.861317,1.23775,2
0.461395,-0.423709,0,1.41386,0.674289,1,0.868535,1.23989,2
0.461333,-0.423735,0,1.41391,0.674348,1,0.869221,1.24086,2
0.461645,-0.424,0,1.41454,0.674615,1,0.859979,1.23579,2
0.461563,-0.423762,0,1.41341,0.674075,1,0.869344,1.24101,2,0.394588,1.23603,-1
